mack,date,datetime,title,url,content,text,sent_pos,sent_neu,sent_neg,sent_score,has_news,sent_intensity,sent_score_rolling3,sent_shock,sent_score_lag1,sent_score_lag2,sentiment_label
EVF,2021-04-01,4/1/2021 11:02,EVF: Nghị quyết HĐQT v/v gia hạn tổ chức ĐHĐCĐ thường niên 2021,https://cafef.vn/du-lieu/EVF-1481206/evf-nghi-quyet-hdqt-vv-gia-han-to-chuc-dhdcd-thuong-nien-2021.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết HĐQT v/v gia hạn tổ chức ĐHĐCĐ thường niên 2021,0.04317412,0.17583239,0.7809936,-0.73781943,1,-0.7378194332122803,0.351443886756897,-1.0892633199691772,0.93042576,0.86172533,-1
EVF,2021-04-01,4/1/2021 12:09,"EVF: Nghị quyết HĐQT v/v đề cử, ứng cử Thành viên HĐQT, Thành viên BKS nhiệm kỳ 2018 - 2023",https://cafef.vn/du-lieu/EVF-1454011/evf-nghi-quyet-hdqt-vv-de-cu-ung-cu-thanh-vien-hdqt-thanh-vien-bks-nhiem-ky-2018-2023.chn?utm_source=du-lieu.chn,,"EVF: Nghị quyết HĐQT v/v đề cử, ứng cử Thành viên HĐQT, Thành viên BKS nhiệm kỳ 2018 - 2023",0.018361175,0.4653562,0.51628256,-0.49792138,1,-0.4979213774204254,-0.10177168250083923,-0.3961496949195862,-0.73781943,0.93042576,-1
EVF,2021-04-01,4/1/2021 12:09,EVF: Phê duyệt kế hoạch tổ chức ĐHĐCĐ thường niên năm 2021 của Công ty,https://cafef.vn/du-lieu/EVF-1458928/evf-phe-duyet-ke-hoach-to-chuc-dhdcd-thuong-nien-nam-2021-cua-cong-ty.chn?utm_source=du-lieu.chn,,EVF: Phê duyệt kế hoạch tổ chức ĐHĐCĐ thường niên năm 2021 của Công ty,0.0063977013,0.8387082,0.15489402,-0.14849633,1,-0.1484963297843933,-0.461412380139033,0.3129160503546397,-0.49792138,-0.73781943,0
EVF,2021-04-06,4/6/2021 1:02,EVF: Bổ nhiệm ông Tống Nhật Linh giữ chức Kế toán trưởng từ 01/04/2021,https://cafef.vn/du-lieu/EVF-1506640/evf-bo-nhiem-ong-tong-nhat-linh-giu-chuc-ke-toan-truong-tu-01042021.chn?utm_source=du-lieu.chn,,EVF: Bổ nhiệm ông Tống Nhật Linh giữ chức Kế toán trưởng từ 01/04/2021,0.005800445,0.95424736,0.03995219,-0.034151744,1,-0.03415174409747124,-0.22685648376742998,0.19270473966995874,-0.14849633,-0.49792138,0
EVF,2021-04-12,4/12/2021 1:42,EVF: Hủy danh sách người sở hữu chứng khoán thực hiện quyền,https://cafef.vn/du-lieu/EVF-1457419/evf-huy-danh-sach-nguoi-so-huu-chung-khoan-thuc-hien-quyen.chn?utm_source=du-lieu.chn,,EVF: Hủy danh sách người sở hữu chứng khoán thực hiện quyền,0.13230084,0.044601493,0.82309765,-0.6907968,1,-0.6907967925071716,-0.2911482887963454,-0.3996485037108262,-0.034151744,-0.14849633,-1
EVF,2021-04-12,4/12/2021 1:42,"EVF: 19.4.2021, ngày GDKHQ Tham dự Đại hội đồng cổ đông thường niên năm 2021",https://cafef.vn/du-lieu/EVF-1634494/evf-1942021-ngay-gdkhq-tham-du-dai-hoi-dong-co-dong-thuong-nien-nam-2021.chn?utm_source=du-lieu.chn,,"EVF: 19.4.2021, ngày GDKHQ Tham dự Đại hội đồng cổ đông thường niên năm 2021",0.0082642175,0.9305571,0.061178736,-0.05291452,1,-0.05291451886296272,-0.25928768515586853,0.2063731662929058,-0.6907968,-0.034151744,0
EVF,2021-05-05,5/5/2021 17:13,EVF: Công văn giải trình báo cáo tài chính Quý 1 năm 2021,https://cafef.vn/du-lieu/EVF-1613908/evf-cong-van-giai-trinh-bao-cao-tai-chinh-quy-1-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Công văn giải trình báo cáo tài chính Quý 1 năm 2021,0.015692897,0.41167432,0.57263273,-0.55693984,1,-0.5569398403167725,-0.4335503838956356,-0.12338945642113686,-0.05291452,-0.6907968,-1
EVF,2021-05-06,5/6/2021 18:52,EVF: Nghị quyết Đại hội đồng cổ đông thường niên năm 2021,https://cafef.vn/du-lieu/EVF-1606183/evf-nghi-quyet-dai-hoi-dong-co-dong-thuong-nien-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết Đại hội đồng cổ đông thường niên năm 2021,0.010628719,0.9313828,0.057988446,-0.047359727,1,-0.04735972732305527,-0.21907136216759682,0.17171163484454155,-0.55693984,-0.05291452,0
EVF,2021-06-07,6/7/2021 10:59,EVF: Bổ nhiệm ông Mai Danh Hiền giữ chức Phó TGĐ từ 01/06/2021,https://cafef.vn/du-lieu/EVF-1536442/evf-bo-nhiem-ong-mai-danh-hien-giu-chuc-pho-tgd-tu-01062021.chn?utm_source=du-lieu.chn,,EVF: Bổ nhiệm ông Mai Danh Hiền giữ chức Phó TGĐ từ 01/06/2021,0.007866587,0.8811244,0.11100904,-0.103142455,1,-0.10314245522022247,-0.23581400762001672,0.13267155239979425,-0.047359727,-0.55693984,0
EVF,2021-06-28,6/28/2021 11:09,EVF: CBTT v/v Ký Hợp đồng dịch vụ kiểm toán soát xét BCTC bán niên năm 2021 và BCTC năm 2021,https://cafef.vn/du-lieu/EVF-1313131/evf-cbtt-vv-ky-hop-dong-dich-vu-kiem-toan-soat-xet-bctc-ban-nien-nam-2021-va-bctc-nam-2021.chn?utm_source=du-lieu.chn,,EVF: CBTT v/v Ký Hợp đồng dịch vụ kiểm toán soát xét BCTC bán niên năm 2021 và BCTC năm 2021,0.045221385,0.10570508,0.8490735,-0.80385214,1,-0.8038521409034729,-0.31811810781558353,-0.48573403308788937,-0.103142455,-0.047359727,-1
EVF,2021-07-02,7/2/2021 12:03,EVF: Quyết định của NHNN về việc bổ sung nội dung Giấy phép thành lập và hoạt động của EVNFinance,https://cafef.vn/du-lieu/EVF-1312786/evf-quyet-dinh-cua-nhnn-ve-viec-bo-sung-noi-dung-giay-phep-thanh-lap-va-hoat-dong-cua-evnfinance.chn?utm_source=du-lieu.chn,,EVF: Quyết định của NHNN về việc bổ sung nội dung Giấy phép thành lập và hoạt động của EVNFinance,0.046038747,0.11611882,0.8378424,-0.79180366,1,-0.7918036580085754,-0.5662660847107569,-0.22553757329781854,-0.80385214,-0.103142455,-1
EVF,2021-07-09,7/9/2021 11:24,EVN Finance (EVF) chốt danh sách cổ đông phát hành gần 40 triệu cổ phiếu trả cổ tức,https://cafef.vn/evn-finance-evf-chot-danh-sach-co-dong-phat-hanh-gan-40-trieu-co-phieu-tra-co-tuc-20210709102212247.chn?utm_source=du-lieu.chn,,EVN Finance (EVF) chốt danh sách cổ đông phát hành gần 40 triệu cổ phiếu trả cổ tức,0.98412573,0.0039451895,0.011929177,0.9721966,1,0.9721965789794922,-0.2078197399775187,1.180016318957011,-0.79180366,-0.80385214,1
EVF,2021-07-09,7/9/2021 11:25,"EVF: Công bố thông tin phát hành cổ phiếu để trả cổ tức 2018, 2019",https://cafef.vn/du-lieu/EVF-1596139/evf-cong-bo-thong-tin-phat-hanh-co-phieu-de-tra-co-tuc-2018-2019.chn?utm_source=du-lieu.chn,,"EVF: Công bố thông tin phát hành cổ phiếu để trả cổ tức 2018, 2019",0.2463419,0.05068833,0.7029698,-0.4566279,1,-0.45662790536880493,-0.0920783281326294,-0.36454957723617554,0.9721966,-0.79180366,-1
EVF,2021-07-11,7/11/2021 18:13,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 12/7 - 16/7",https://cafef.vn/diem-danh-nhung-doanh-nghiep-chot-quyen-nhan-co-tuc-bang-tien-bang-co-phieu-va-co-phieu-thuong-tuan-tu-127-167-20210709104932714.chn?utm_source=du-lieu.chn,,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 12/7 - 16/7",0.034761988,0.07412146,0.8911166,-0.85635465,1,-0.8563546538352966,-0.11359532674153645,-0.7427593270937601,-0.4566279,0.9721966,-1
EVF,2021-07-14,7/14/2021 11:43,"EVF: 16.7.2021, ngày GDKHQ trả cổ tức bằng cổ phiếu cho cổ đông hiện hữu (tỷ lệ 15%)",https://cafef.vn/du-lieu/EVF-1282825/evf-1672021-ngay-gdkhq-tra-co-tuc-bang-co-phieu-cho-co-dong-hien-huu-ty-le-15.chn?utm_source=du-lieu.chn,,"EVF: 16.7.2021, ngày GDKHQ trả cổ tức bằng cổ phiếu cho cổ đông hiện hữu (tỷ lệ 15%)",0.98093843,0.0046311463,0.014430402,0.96650803,1,0.9665080308914185,-0.11549150943756104,1.0819995403289795,-0.85635465,-0.4566279,1
EVF,2021-07-21,7/21/2021 12:20,EVF: Thông báo tỷ lệ sở hữu nước ngoài tối đa,https://cafef.vn/du-lieu/EVF-1571125/evf-thong-bao-ty-le-so-huu-nuoc-ngoai-toi-da.chn?utm_source=du-lieu.chn,,EVF: Thông báo tỷ lệ sở hữu nước ngoài tối đa,0.98212737,0.004591898,0.013280752,0.9688466,1,0.9688466191291809,0.3596666653951009,0.6091799537340801,0.96650803,-0.85635465,1
EVF,2021-07-25,7/25/2021 23:52,EVF: Công văn giải trình báo cáo tài chính Quý 2 năm 2021,https://cafef.vn/du-lieu/EVF-1573255/evf-cong-van-giai-trinh-bao-cao-tai-chinh-quy-2-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Công văn giải trình báo cáo tài chính Quý 2 năm 2021,0.014538793,0.46108967,0.52437156,-0.5098328,1,-0.5098327994346619,0.4751739501953125,-0.9850067496299744,0.9688466,0.96650803,-1
EVF,2021-08-03,8/3/2021 0:12,EVF: Báo cáo quản trị công ty bán niên 2021,https://cafef.vn/du-lieu/EVF-1559758/evf-bao-cao-quan-tri-cong-ty-ban-nien-2021.chn?utm_source=du-lieu.chn,,EVF: Báo cáo quản trị công ty bán niên 2021,0.044281878,0.08242514,0.873293,-0.8290111,1,-0.829011082649231,-0.12333242098490398,-0.705678661664327,-0.5098328,0.9688466,-1
EVF,2021-08-12,8/12/2021 15:28,EVF: Chấp thuận niêm yết bổ sung 39.726.363 cổ phiếu,https://cafef.vn/du-lieu/EVF-1556767/evf-chap-thuan-niem-yet-bo-sung-39726363-co-phieu.chn?utm_source=du-lieu.chn,,EVF: Chấp thuận niêm yết bổ sung 39.726.363 cổ phiếu,0.06560235,0.0777905,0.85660714,-0.7910048,1,-0.7910047769546509,-0.7099495530128479,-0.08105522394180298,-0.8290111,-0.5098328,-1
EVF,2021-08-17,8/17/2021 11:34,EVF: Giải trình liên quan đến Báo cáo tài chính bán niên năm 2021,https://cafef.vn/du-lieu/EVF-1498255/evf-giai-trinh-lien-quan-den-bao-cao-tai-chinh-ban-nien-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Giải trình liên quan đến Báo cáo tài chính bán niên năm 2021,0.03412038,0.18255174,0.7833279,-0.7492075,1,-0.7492074966430664,-0.7897411187489828,0.04053362210591638,-0.7910048,-0.8290111,-1
EVF,2021-08-18,8/18/2021 20:58,"EVF: Ngày 23/08/2021, giao dịch 39.726.363 cổ phiếu niêm yết bổ sung",https://cafef.vn/du-lieu/EVF-1530763/evf-ngay-23082021-giao-dich-39726363-co-phieu-niem-yet-bo-sung.chn?utm_source=du-lieu.chn,,"EVF: Ngày 23/08/2021, giao dịch 39.726.363 cổ phiếu niêm yết bổ sung",0.69960463,0.028794136,0.2716012,0.42800343,1,0.4280034303665161,-0.3707362810770671,0.7987397114435832,-0.7492075,-0.7910048,1
EVF,2021-08-24,8/24/2021 14:16,EVF: Quyết định HĐQT v/v phê duyệt giao dịch giữa EVNFinance và AFM,https://cafef.vn/du-lieu/EVF-1559050/evf-quyet-dinh-hdqt-vv-phe-duyet-giao-dich-giua-evnfinance-va-afm.chn?utm_source=du-lieu.chn,,EVF: Quyết định HĐQT v/v phê duyệt giao dịch giữa EVNFinance và AFM,0.04155415,0.13390236,0.82454354,-0.7829894,1,-0.7829893827438354,-0.36806448300679523,-0.4149248997370402,0.42800343,-0.7492075,-1
EVF,2021-09-16,9/16/2021 17:37,EVF: Quyết định về việc sửa đổi nội dung Giấy phép thành lập và hoạt động,https://cafef.vn/du-lieu/EVF-1309624/evf-quyet-dinh-ve-viec-sua-doi-noi-dung-giay-phep-thanh-lap-va-hoat-dong.chn?utm_source=du-lieu.chn,,EVF: Quyết định về việc sửa đổi nội dung Giấy phép thành lập và hoạt động,0.83829117,0.017420359,0.14428848,0.6940027,1,0.6940026879310608,0.11300557851791382,0.580997109413147,-0.7829894,0.42800343,1
EVF,2021-10-08,10/8/2021 11:46,HOSE: Nhận hồ sơ đăng ký niêm yết cổ phiếu Công ty Tài Chính Cổ phần Điện lực,https://cafef.vn/du-lieu/EVF-1498699/hose-nhan-ho-so-dang-ky-niem-yet-co-phieu-cong-ty-tai-chinh-co-phan-dien-luc.chn?utm_source=du-lieu.chn,,HOSE: Nhận hồ sơ đăng ký niêm yết cổ phiếu Công ty Tài Chính Cổ phần Điện lực,0.9779709,0.0045965137,0.017432544,0.9605383,1,0.9605383276939392,0.2905172109603882,0.670021116733551,0.6940027,-0.7829894,1
EVF,2021-10-09,10/9/2021 15:17,"EVN Finance (EVF) nộp hồ sơ niêm yết trên sàn HoSE, lợi nhuận 9 tháng hoàn thành 92% kế hoạch năm",https://cafef.vn/evn-finance-evf-nop-ho-so-niem-yet-tren-san-hose-loi-nhuan-9-thang-hoan-thanh-92-ke-hoach-nam-20211009111346246.chn?utm_source=du-lieu.chn,,"EVN Finance (EVF) nộp hồ sơ niêm yết trên sàn HoSE, lợi nhuận 9 tháng hoàn thành 92% kế hoạch năm",0.060891073,0.13692926,0.8021797,-0.7412886,1,-0.7412886023521423,0.3044174710909526,-1.045706073443095,0.9605383,0.6940027,-1
EVF,2021-10-18,10/18/2021 16:37,EVF: Bổ nhiệm ông Nguyễn Hoàng Hải giữ chức Phụ trách quản trị từ 14/10/2021,https://cafef.vn/du-lieu/EVF-1321051/evf-bo-nhiem-ong-nguyen-hoang-hai-giu-chuc-phu-trach-quan-tri-tu-14102021.chn?utm_source=du-lieu.chn,,EVF: Bổ nhiệm ông Nguyễn Hoàng Hải giữ chức Phụ trách quản trị từ 14/10/2021,0.040012643,0.22885236,0.731135,-0.69112235,1,-0.6911223530769348,-0.15729087591171265,-0.5338314771652222,-0.7412886,0.9605383,-1
EVF,2021-12-15,12/15/2021 23:28,Agribank rao bán nợ của nhóm khách hàng thế chấp cổ phiếu EVN Finance,https://cafef.vn/agribank-rao-ban-no-cua-nhom-khach-hang-the-chap-co-phieu-evn-finance-202112152328123.chn?utm_source=du-lieu.chn,,Agribank rao bán nợ của nhóm khách hàng thế chấp cổ phiếu EVN Finance,0.9745783,0.004576346,0.020845238,0.9537331,1,0.9537330865859985,-0.15955928961435953,1.1132923762003581,-0.69112235,-0.7412886,1
EVF,2021-12-21,12/21/2021 17:56,EVF: Quyết định chấp thuận niêm yết cổ phiếu,https://cafef.vn/du-lieu/EVF-1267150/evf-quyet-dinh-chap-thuan-niem-yet-co-phieu.chn?utm_source=du-lieu.chn,,EVF: Quyết định chấp thuận niêm yết cổ phiếu,0.17018318,0.055587243,0.7742296,-0.6040464,1,-0.6040464043617249,-0.11381189028422038,-0.49023451407750446,0.9537331,-0.69112235,-1
EVF,2021-12-22,12/22/2021 10:08,EVN Finance được chấp thuận niêm yết HoSE,https://cafef.vn/evn-finance-duoc-chap-thuan-niem-yet-hose-20211222092700145.chn?utm_source=du-lieu.chn,,EVN Finance được chấp thuận niêm yết HoSE,0.023144355,0.17414363,0.802712,-0.77956766,1,-0.7795676589012146,-0.14329365889231363,-0.636274000008901,-0.6040464,0.9537331,-1
EVF,2021-12-27,12/27/2021 14:53,"EVF: Ngày 30/12/2021, hủy ĐKGD cổ phiếu",https://cafef.vn/du-lieu/EVF-525011/evf-ngay-30122021-huy-dkgd-co-phieu.chn?utm_source=du-lieu.chn,,"EVF: Ngày 30/12/2021, hủy ĐKGD cổ phiếu",0.05227342,0.16018982,0.7875368,-0.7352634,1,-0.7352634072303772,-0.7062924901644388,-0.02897091706593835,-0.77956766,-0.6040464,-1
EVF,2021-12-28,12/28/2021 15:31,EVN Finance (EVF) sẽ dừng giao dịch trên Upcom từ 30/12 để chuyển sàn,https://cafef.vn/evn-finance-evf-se-dung-giao-dich-tren-upcom-tu-3012-de-chuyen-san-20211228151132361.chn?utm_source=du-lieu.chn,,EVN Finance (EVF) sẽ dừng giao dịch trên Upcom từ 30/12 để chuyển sàn,0.8411971,0.024140714,0.13466218,0.70653486,1,0.7065348625183105,-0.26943206787109375,0.9759669303894043,-0.7352634,-0.77956766,1
EVF,2021-12-28,12/28/2021 16:22,EVF: Bản cáo bạch niêm yết và các phụ lục,https://cafef.vn/du-lieu/EVF-524183/evf-ban-cao-bach-niem-yet-va-cac-phu-luc.chn?utm_source=du-lieu.chn,,EVF: Bản cáo bạch niêm yết và các phụ lục,0.09491147,0.07396263,0.8311259,-0.73621446,1,-0.7362144589424133,-0.25498100121816,-0.48123345772425336,0.70653486,-0.7352634,-1
EVF,2021-12-31,12/31/2021 15:13,"EVF: 12.1.2022, chính thức giao dịch 304.707.628 cp",https://cafef.vn/du-lieu/EVF-521900/evf-1212022-chinh-thuc-giao-dich-304707628-cp.chn?utm_source=du-lieu.chn,,"EVF: 12.1.2022, chính thức giao dịch 304.707.628 cp",0.2616177,0.07793741,0.6604449,-0.39882722,1,-0.3988272249698639,-0.14283560713132223,-0.25599161783854163,-0.73621446,0.70653486,-1
EVF,2022-01-01,1/1/2022 0:01,"Điểm tên những cổ phiếu lên sàn HoSE đầu năm 2022, phần lớn đang giao dịch trên UPCoM",https://cafef.vn/diem-ten-nhung-co-phieu-len-san-hose-dau-nam-2022-phan-lon-dang-giao-dich-tren-upcom-20211230113622996.chn?utm_source=du-lieu.chn,,"Điểm tên những cổ phiếu lên sàn HoSE đầu năm 2022, phần lớn đang giao dịch trên UPCoM",0.027733253,0.12002044,0.8522463,-0.824513,1,-0.8245130181312561,-0.6531849006811777,-0.17132811745007837,-0.39882722,-0.73621446,-1
EVF,2022-01-05,1/5/2022 9:54,"Cổ phiếu TIN chào sàn UPCoM ""tím lịm"" 6 phiên liên tiếp tăng gần 180%, một công ty tài chính khác chuẩn bị lên HoSE",https://cafef.vn/co-phieu-tin-chao-san-upcom-tim-lim-6-phien-lien-tiep-tang-gan-180-mot-cong-ty-tai-chinh-khac-chuan-bi-len-hose-20220105095358705.chn?utm_source=du-lieu.chn,,"Cổ phiếu TIN chào sàn UPCoM ""tím lịm"" 6 phiên liên tiếp tăng gần 180%, một công ty tài chính khác chuẩn bị lên HoSE",0.0057131937,0.96702474,0.027262038,-0.021548845,1,-0.021548844873905182,-0.4149630293250084,0.3934141844511032,-0.824513,-0.39882722,0
EVF,2022-01-21,1/21/2022 15:43,EVF: Giải trình biến động KQKD quý 4/2021 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/EVF-510434/evf-giai-trinh-bien-dong-kqkd-quy-42021-so-voi-cung-ky-nam-truoc.chn?utm_source=du-lieu.chn,,EVF: Giải trình biến động KQKD quý 4/2021 so với cùng kỳ năm trước,0.024744848,0.27709386,0.69816124,-0.6734164,1,-0.6734163761138916,-0.5064927463730177,-0.16692362974087394,-0.021548845,-0.824513,-1
EVF,2022-01-25,1/25/2022 13:42,EVF: Nghị quyết HĐQT phê duyệt kế hoạch tổ chức họp ĐHĐCĐ thường niên năm 2022,https://cafef.vn/du-lieu/EVF-508235/evf-nghi-quyet-hdqt-phe-duyet-ke-hoach-to-chuc-hop-dhdcd-thuong-nien-nam-2022.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết HĐQT phê duyệt kế hoạch tổ chức họp ĐHĐCĐ thường niên năm 2022,0.01643287,0.5082663,0.47530085,-0.45886797,1,-0.45886796712875366,-0.3846110627055168,-0.07425690442323685,-0.6734164,-0.021548845,0
EVF,2022-01-25,1/25/2022 13:43,EVF: Ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2022,https://cafef.vn/du-lieu/EVF-508220/evf-ngay-dkcc-de-thuc-hien-quyen-tham-du-dhcd-thuong-nien-nam-2022.chn?utm_source=du-lieu.chn,,EVF: Ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2022,0.048983365,0.24850696,0.70250964,-0.6535263,1,-0.6535263061523438,-0.5952702164649963,-0.05825608968734741,-0.45886797,-0.6734164,-1
EVF,2022-01-28,1/28/2022 14:35,EVF: Báo cáo tình hình quản trị công ty năm 2021,https://cafef.vn/du-lieu/EVF-504059/evf-bao-cao-tinh-hinh-quan-tri-cong-ty-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Báo cáo tình hình quản trị công ty năm 2021,0.08715748,0.06317571,0.84966683,-0.76250935,1,-0.7625093460083008,-0.6249678730964661,-0.13754147291183472,-0.6535263,-0.45886797,-1
EVF,2022-02-07,2/7/2022 11:10,"EVN Finance (EVF) lãi trước thuế 411 tỷ đồng cả năm, vượt 28% kế hoạch",https://cafef.vn/evn-finance-evf-lai-truoc-thue-411-ty-dong-ca-nam-vuot-28-ke-hoach-20220207094709926.chn?utm_source=du-lieu.chn,,"EVN Finance (EVF) lãi trước thuế 411 tỷ đồng cả năm, vượt 28% kế hoạch",0.0035120982,0.9628883,0.033599615,-0.030087518,1,-0.030087517574429512,-0.482041056578358,0.4519535390039285,-0.76250935,-0.6535263,0
EVF,2022-02-09,2/9/2022 15:37,"EVF: 21.2.2022, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2022",https://cafef.vn/du-lieu/EVF-499961/evf-2122022-ngay-gdkhq-to-chuc-dhdcd-thuong-nien-nam-2022.chn?utm_source=du-lieu.chn,,"EVF: 21.2.2022, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2022",0.029418778,0.46390566,0.50667554,-0.47725677,1,-0.47725677490234375,-0.42328454616169137,-0.053972228740652384,-0.030087518,-0.76250935,-1
EVF,2022-02-28,2/28/2022 16:12,"EVF: 3.3.2022, ngày GDKHQ chi trả cổ tức năm 2020 (tỷ lệ 100:6.5)",https://cafef.vn/du-lieu/EVF-1835723/evf-332022-ngay-gdkhq-chi-tra-co-tuc-nam-2020-ty-le-10065.chn?utm_source=du-lieu.chn,,"EVF: 3.3.2022, ngày GDKHQ chi trả cổ tức năm 2020 (tỷ lệ 100:6.5)",0.96656376,0.0072617694,0.026174482,0.9403893,1,0.9403892755508423,0.14434832769135633,0.796040947859486,-0.47725677,-0.030087518,1
EVF,2022-04-01,4/1/2022 17:03,EVF: Nghị quyết và Biên bản họp ĐHĐCĐ thường niên năm 2022,https://cafef.vn/du-lieu/EVF-498803/evf-nghi-quyet-va-bien-ban-hop-dhdcd-thuong-nien-nam-2022.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết và Biên bản họp ĐHĐCĐ thường niên năm 2022,0.018075483,0.4711479,0.51077664,-0.49270114,1,-0.49270114302635193,-0.009856214125951132,-0.4828449289004008,0.9403893,-0.47725677,-1
EVF,2022-04-05,4/5/2022 15:23,EVF: Chị ông Hoàng Văn Ninh - CT.HĐQT đã mua 10.000 cp,https://cafef.vn/du-lieu/EVF-496247/evf-chi-ong-hoang-van-ninh-cthdqt-da-mua-10000-cp.chn?utm_source=du-lieu.chn,,EVF: Chị ông Hoàng Văn Ninh - CT.HĐQT đã mua 10.000 cp,0.015237044,0.63962626,0.34513667,-0.32989964,1,-0.3298996388912201,0.03926283121109009,-0.3691624701023102,-0.49270114,0.9403893,0
EVF,2022-04-08,4/8/2022 10:12,EVF: Nghị quyết HĐQT v/v ban hành điều lệ tổ chức và hoạt động (kèm điều lệ),https://cafef.vn/du-lieu/EVF-493031/evf-nghi-quyet-hdqt-vv-ban-hanh-dieu-le-to-chuc-va-hoat-dong-kem-dieu-le.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết HĐQT v/v ban hành điều lệ tổ chức và hoạt động (kèm điều lệ),0.03070662,0.1578647,0.81142867,-0.780722,1,-0.7807220220565796,-0.5344409346580505,-0.24628108739852905,-0.32989964,-0.49270114,-1
EVF,2022-04-08,4/8/2022 11:08,EVF: Nhắc nhở chậm công bố Nghị quyết HĐQT v/v triển khai phát hành cổ phiếu trả cổ tức,https://cafef.vn/du-lieu/EVF-492929/evf-nhac-nho-cham-cong-bo-nghi-quyet-hdqt-vv-trien-khai-phat-hanh-co-phieu-tra-co-tuc.chn?utm_source=du-lieu.chn,,EVF: Nhắc nhở chậm công bố Nghị quyết HĐQT v/v triển khai phát hành cổ phiếu trả cổ tức,0.9878236,0.003680806,0.00849569,0.9793279,1,0.979327917098999,-0.043764581282933555,1.0230924983819325,-0.780722,-0.32989964,1
EVF,2022-04-08,4/8/2022 11:10,"EVF: 12.4.2022, niêm yết bổ sung 19.779.330 cp",https://cafef.vn/du-lieu/EVF-492917/evf-1242022-niem-yet-bo-sung-19779330-cp.chn?utm_source=du-lieu.chn,,"EVF: 12.4.2022, niêm yết bổ sung 19.779.330 cp",0.09670865,0.11934748,0.7839439,-0.68723524,1,-0.6872352361679077,-0.16287644704182944,-0.5243587891260783,0.9793279,-0.780722,-1
EVF,2022-04-13,4/13/2022 10:19,"EVF: 20.4.2022, giao dịch 19.779.330 cp niêm yết bổ sung",https://cafef.vn/du-lieu/EVF-490433/evf-2042022-giao-dich-19779330-cp-niem-yet-bo-sung.chn?utm_source=du-lieu.chn,,"EVF: 20.4.2022, giao dịch 19.779.330 cp niêm yết bổ sung",0.15677589,0.062265925,0.78095824,-0.62418234,1,-0.6241823434829712,-0.11069655418395996,-0.5134857892990112,-0.68723524,0.9793279,-1
EVF,2022-04-13,4/13/2022 17:43,EVF: Nghị quyết HĐQT v/v triển khai phương án phát hành cổ phiếu để chi trả cổ tức năm 2021,https://cafef.vn/du-lieu/EVF-489902/evf-nghi-quyet-hdqt-vv-trien-khai-phuong-an-phat-hanh-co-phieu-de-chi-tra-co-tuc-nam-2021.chn?utm_source=du-lieu.chn,,EVF: Nghị quyết HĐQT v/v triển khai phương án phát hành cổ phiếu để chi trả cổ tức năm 2021,0.6599161,0.023241542,0.31684238,0.34307373,1,0.3430737257003784,-0.3227812846501668,0.6658550103505452,-0.62418234,-0.68723524,1
EVF,2022-04-14,4/14/2022 8:22,EVN Finance (EVF) thông qua phương án phát hành gần 27 triệu cổ phiếu trả cổ tức,https://cafef.vn/evn-finance-evf-thong-qua-phuong-an-phat-hanh-gan-27-trieu-co-phieu-tra-co-tuc-20220413181741405.chn?utm_source=du-lieu.chn,,EVN Finance (EVF) thông qua phương án phát hành gần 27 triệu cổ phiếu trả cổ tức,0.9354731,0.008384658,0.05614229,0.8793308,1,0.8793308138847351,0.1994073987007141,0.679923415184021,0.34307373,-0.62418234,1
EVF,2022-04-14,4/14/2022 16:07,EVF: Bổ sung Nghị quyết HĐQT số 05 ngày 21/01/2022,https://cafef.vn/du-lieu/EVF-489344/evf-bo-sung-nghi-quyet-hdqt-so-05-ngay-21012022.chn?utm_source=du-lieu.chn,,EVF: Bổ sung Nghị quyết HĐQT số 05 ngày 21/01/2022,0.0025089295,0.9844802,0.013010918,-0.010501988,1,-0.010501988232135773,0.40396751711765927,-0.41446950534979504,0.8793308,0.34307373,0
